0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.019739151,1.643028736,0.183121666,0.100068524,0.037622239,-0.049315229,0.99304527,0.038479153,1.044455767,0.40106824,0.087422252,0.132030785,0.465118647,0.870970666,0.060628943,1.245154262,0.398584783,-0.215627193,-0.046823066,-0.275805265,0.935544729
0,-0.028979599,1.627572894,0.22078748,0.152003646,0.003911,-0.031659957,0.987865031,-0.318838716,0.689994156,0.108385034,0.433281958,-0.005056203,-0.158748433,0.887152851,0.258854538,0.705114424,-0.047433082,0.523891866,0.167795286,0.06629236,0.832458735
0,-0.010030985,1.636770487,0.202285975,0.095439412,0.036904112,-0.045934238,0.993689835,-0.169782862,0.69092381,0.219252557,0.30154407,0.202260122,-0.297101557,0.883115411,0.216919899,0.716264844,0.179885209,0.379063487,0.025619879,0.138137728,0.914643347
0.013671875,-0.010074735,1.636464477,0.202718973,0.096871704,0.036549017,-0.045772068,0.993571818,-0.16959846,0.691035151,0.219955221,0.300082862,0.201513886,-0.297797889,0.883549035,0.216192737,0.716965556,0.180407465,0.378350526,0.023282906,0.138084769,0.915008962
0.028320313,-0.010092914,1.636201262,0.202956408,0.097931303,0.036147926,-0.045642946,0.99348855,-0.169509694,0.691240549,0.220443428,0.299320281,0.200333193,-0.297944039,0.884026766,0.215695456,0.717436969,0.180719063,0.377690107,0.021215258,0.13853763,0.915263593
0.043945313,-0.010116279,1.635872006,0.203185111,0.099294603,0.035631802,-0.045419175,0.993382156,-0.169246748,0.691701293,0.221037716,0.298522323,0.198811918,-0.297555476,0.884770632,0.215297773,0.717913389,0.180962816,0.376997054,0.019495644,0.138954073,0.915524423
0.05859375,-0.010239959,1.63487196,0.204111606,0.103766046,0.034180533,-0.044815946,0.993003488,-0.168566599,0.692303956,0.222053334,0.296984583,0.196849644,-0.296679974,0.886020005,0.214692742,0.718993068,0.181562543,0.375647128,0.016764374,0.140426084,0.915908694
0.072265625,-0.010286272,1.634812951,0.204057485,0.103893653,0.033726901,-0.044670366,0.99301219,-0.168348536,0.6923998,0.222092748,0.296738416,0.195999846,-0.295764893,0.88659662,0.214532793,0.71931982,0.181450918,0.375765204,0.015708826,0.140870392,0.915810764
0.087890625,-0.010379672,1.634399414,0.204347774,0.105746247,0.032918908,-0.044229988,0.992863476,-0.168141186,0.6923908,0.221916839,0.296753109,0.196084619,-0.29557392,0.886636674,0.214461729,0.719700992,0.181189507,0.37616542,0.015074292,0.141369373,0.915580213
0.1015625,-0.010462344,1.634047985,0.20453319,0.107319899,0.032002684,-0.043709207,0.992747605,-0.167937651,0.69235903,0.221646905,0.296270192,0.196887925,-0.296360403,0.886357546,0.214509189,0.720018029,0.18102476,0.376158684,0.015171874,0.141627997,0.915541351
0.115234375,-0.010534823,1.633763671,0.204701573,0.108574726,0.031338729,-0.043178137,0.992655575,-0.167751774,0.69223237,0.221251443,0.295861721,0.198608339,-0.297492355,0.885730743,0.214606687,0.72020489,0.180860907,0.376199901,0.015853286,0.141166791,0.915584147
0.129882813,-0.010559678,1.633677959,0.204745427,0.108894289,0.031211048,-0.043091115,0.992628396,-0.167693764,0.692168355,0.221053183,0.295604855,0.199379265,-0.298106015,0.885436952,0.214684278,0.720294714,0.180759355,0.376204878,0.016455954,0.140988126,0.915598989
0.14453125,-0.010504305,1.633161068,0.205243081,0.111187875,0.030094925,-0.042331893,0.992441237,-0.167354956,0.692057014,0.220237136,0.294336319,0.203245923,-0.300939798,0.884020627,0.215151578,0.720454872,0.180101171,0.376606584,0.019059636,0.139962763,0.915540695
0.159179688,-0.010463536,1.632891536,0.205480427,0.112712853,0.029538756,-0.042057738,0.99229759,-0.167257503,0.692086577,0.219848767,0.293527901,0.204415098,-0.301550418,0.883811772,0.21540837,0.72042352,0.179534629,0.377220601,0.02035244,0.13936469,0.915351272
0.172851563,-0.010417283,1.632646799,0.205695331,0.113981701,0.028979618,-0.042029474,0.992170274,-0.167632535,0.69187665,0.219312668,0.294236153,0.202695787,-0.30008772,0.884469867,0.215528086,0.720348537,0.178791314,0.378069758,0.020969877,0.138906121,0.915056646
0.1875,-0.010341406,1.632411122,0.205871314,0.115162484,0.028395921,-0.041938655,0.992054641,-0.168174446,0.69167006,0.218938246,0.295674086,0.199972913,-0.298330516,0.885204315,0.215520665,0.720215678,0.177792609,0.379292637,0.020729698,0.139056489,0.914533019
0.201171875,-0.01022476,1.63211143,0.206078306,0.116417952,0.028036015,-0.041934948,0.991918504,-0.168927327,0.691404343,0.21855329,0.29768312,0.196431503,-0.296281844,0.886011541,0.215417325,0.720041931,0.176707223,0.380342245,0.0200518,0.139617682,0.914026558
